x	 y
25	 99.13793103448275
34	 69.82758620689653
31.555555555555557	 0.8620689655172707
19	 5.172413793103453
35.666666666666664	 13.793103448275867
38.55555555555556	 8.620689655172438
40.666666666666664	 8.620689655172438
45.77777777777777	 4.310344827586206
48.33333333333333	 7.758620689655167
50	 49.999999999999986
51.22222222222222	 16.379310344827605
52.888888888888886	 1.7241379310344924
55.11111111111111	 0.8620689655172707
57.77777777777778	 11.206896551724151
59.77777777777778	 1.7241379310344924
62.888888888888886	 12.93103448275862
65.88888888888889	 8.620689655172438
67.44444444444444	 2.586206896551714
71.66666666666666	 11.206896551724151
74.44444444444444	 10.34482758620688
81	 4.310344827586206
83.88888888888889	 0.8620689655172707
85.33333333333333	 8.620689655172438
86.22222222222221	 4.310344827586206
87.55555555555556	 0.8620689655172707
88	9.482758621
75.33333333333333	 3.448275862068985
71.11111111111111	 2.586206896551714
82.55555555555554	 2.586206896551714
